title,availability,MRP Price,discount_percentage,category,shipping charges,box content,dimension weight,materials,battery,bluetooth,inputs,microphones,controls,compatible app,additions informations,overview,compability,heading1,heading2,heading3,heading4,heading5,heading6,image1,image2,image3,image4,image5,image1_alpine-sage,image2_alpine-sage,image3_alpine-sage,image4_alpine-sage,image5_alpine-sage,image1_aquatic-blue,image2_aquatic-blue,image3_aquatic-blue,image4_aquatic-blue,image5_aquatic-blue,image1_arctic-white,image2_arctic-white,image3_arctic-white,image4_arctic-white,image5_arctic-white,image1_baltic-blue,image2_baltic-blue,image3_baltic-blue,image4_baltic-blue,image5_baltic-blue,image1_black,image2_black,image3_black,image4_black,image5_black,image1_blue,image2_blue,image3_blue,image4_blue,image5_blue,image1_blue-dusk,image2_blue-dusk,image3_blue-dusk,image4_blue-dusk,image5_blue-dusk,image1_bright-orange,image2_bright-orange,image3_bright-orange,image4_bright-orange,image5_bright-orange,image1_carmine-red,image2_carmine-red,image3_carmine-red,image4_carmine-red,image5_carmine-red,image1_charcoal-black,image2_charcoal-black,image3_charcoal-black,image4_charcoal-black,image5_charcoal-black,image1_chilled-lilac,image2_chilled-lilac,image3_chilled-lilac,image4_chilled-lilac,image5_chilled-lilac,image1_coral-red,image2_coral-red,image3_coral-red,image4_coral-red,image5_coral-red,image1_cypress-green,image2_cypress-green,image3_cypress-green,image4_cypress-green,image5_cypress-green,image1_diamond ,image2_diamond ,image3_diamond ,image4_diamond ,image5_diamond ,image1_eclipse-gray,image2_eclipse-gray,image3_eclipse-gray,image4_eclipse-gray,image5_eclipse-gray,image1_glacier-white,image2_glacier-white,image3_glacier-white,image4_glacier-white,image5_glacier-white,image1_green,image2_green,image3_green,image4_green,image5_green,image1_grey,image2_grey,image3_grey,image4_grey,image5_grey,image1_lunar-blue,image2_lunar-blue,image3_lunar-blue,image4_lunar-blue,image5_lunar-blue,image1_luxe-silver,image2_luxe-silver,image3_luxe-silver,image4_luxe-silver,image5_luxe-silver,image1_midnight-blue,image2_midnight-blue,image3_midnight-blue,image4_midnight-blue,image5_midnight-blue,image1_moonstone-blue,image2_moonstone-blue,image3_moonstone-blue,image4_moonstone-blue,image5_moonstone-blue,image1_navy-blue,image2_navy-blue,image3_navy-blue,image4_navy-blue,image5_navy-blue,image1_polar-white,image2_polar-white,image3_polar-white,image4_polar-white,image5_polar-white,image1_red,image2_red,image3_red,image4_red,image5_red,image1_sandstone,image2_sandstone,image3_sandstone,image4_sandstone,image5_sandstone,image1_silver,image2_silver,image3_silver,image4_silver,image5_silver,image1_soapstone,image2_soapstone,image3_soapstone,image4_soapstone,image5_soapstone,image1_soft-black,image2_soft-black,image3_soft-black,image4_soft-black,image5_soft-black,image1_stone-blue,image2_stone-blue,image3_stone-blue,image4_stone-blue,image5_stone-blue,image1_triple-black,image2_triple-black,image3_triple-black,image4_triple-black,image5_triple-black,image1_white,image2_white,image3_white,image4_white,image5_white,image1_white-smoke,image2_white-smoke,image3_white-smoke,image4_white-smoke,image5_white-smoke,image1_yellow-citron,image2_yellow-citron,image3_yellow-citron,image4_yellow-citron,image5_yellow-citron
Bose SoundLink Flex Bluetooth Speaker,In stock (1),10999,0,portablebluetooth,1180,"What's in the box
SoundLink Flex speaker
USB-C to USB-A charging cable (Black)
Quick start guide
Safety sheet",SoundLink Flex speaker:9 cm H x 20.1 cm W x 5.2 cm D (0.6 kg),Soft-touch silicone exterior and powder-coated steel grille with fabric utility loop,"Rechargeable lithium-ion battery
Battery life up to 12 hours
Charging time: approximately 4 hours when using the original cable. Using a third-party USB-C cable or power source may influence charging time.","Bluetooth range: up to 30 ft (9 m)
Bluetooth version: 4.2",USB-C port,Built-in microphone acts as an extension of the microphone in your mobile device.,"Button controls: Power on, Bluetooth, Volume up/down, Multi-function button",Bose Connect app,"IP67
SimpleSync connectivity
Party Mode
Stereo pairing",,,HIGH-QUALITY AUDIO,WATERPROOF AND DUSTPROOF (IP67),"
DURABLE DESIGN",POSITIONIQ TECHNOLOGY,UP TO 12 HOURS PER CHARGE,"
PAIRS WITH OTHER BOSE SPEAKERS",/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black5.webp,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-flex-bluetooth-speaker-black5.webp,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/carmine-red/bose-soundlink-flex-bluetooth-speaker-carmine-red1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/carmine-red/bose-soundlink-flex-bluetooth-speaker-carmine-red2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/carmine-red/bose-soundlink-flex-bluetooth-speaker-carmine-red3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/carmine-red/bose-soundlink-flex-bluetooth-speaker-carmine-red4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/carmine-red/bose-soundlink-flex-bluetooth-speaker-carmine-red5.webp,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/chilled-lilac/bose-soundlink-flex-bluetooth-speaker-chilled-lilac1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/chilled-lilac/bose-soundlink-flex-bluetooth-speaker-chilled-lilac2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/chilled-lilac/bose-soundlink-flex-bluetooth-speaker-chilled-lilac3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/chilled-lilac/bose-soundlink-flex-bluetooth-speaker-chilled-lilac4.webp,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/cypress-green/bose-soundlink-flex-bluetooth-speaker-cypress-green1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/cypress-green/bose-soundlink-flex-bluetooth-speaker-cypress-green2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/cypress-green/bose-soundlink-flex-bluetooth-speaker-cypress-green3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/cypress-green/bose-soundlink-flex-bluetooth-speaker-cypress-green4.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-flex-bluetooth-speaker-stone-blue1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-flex-bluetooth-speaker-stone-blue2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-flex-bluetooth-speaker-stone-blue3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-flex-bluetooth-speaker-stone-blue4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-flex-bluetooth-speaker-stone-blue5.webp,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-flex-bluetooth-speaker-white-smoke1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-flex-bluetooth-speaker-white-smoke2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-flex-bluetooth-speaker-white-smoke3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-flex-bluetooth-speaker-white-smoke4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-flex-bluetooth-speaker-white-smoke5.webp,,,,,
Bose SoundLink Max Portable Speaker,Not Available,41990,0,portablebluetooth,1180,"What's in the box

Bose SoundLink Max Portable Speaker
USB-C (C to C) cable
USB-C power supply (US only. Not available in all regions)
Safety sheet",Bose SoundLink Max Portable Speaker:12 cm H x 26.5 cm W x 10.5 cm D (2.13 kg),"Aluminium, Fabric, Nylon, Plastic, Silicone, Steel, Rope","Rechargeable lithium-ion battery
Battery life up to 20 hours
Charging time: approximately 5 hours when using the original cable. Using a third-party USB-C cable or power source may influence charging time.","Bluetooth range: up to 30 ft (9 m)
Bluetooth version: 5.3","USB-C in/out
AUX in",,"Button controls: Power on, Bluetooth, Volume up/down, Programmable shortcut button",Bose app,"IP67
SimpleSync connectivity",,,STEREO SOUND,DEEP BASS,GRAB-AND-GO PORTABILITY,PLAYS UP TO 20 HOURS¹,BOSE APP CONTROL,SIMPLESYNC COMPATIBILITY,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black5.webp,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-max-portable-speaker-black5.webp,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/blue-dusk/bose-soundlink-max-portable-speaker-blue-dusk1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/blue-dusk/bose-soundlink-max-portable-speaker-blue-dusk2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/blue-dusk/bose-soundlink-max-portable-speaker-blue-dusk3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/blue-dusk/bose-soundlink-max-portable-speaker-blue-dusk4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/blue-dusk/bose-soundlink-max-portable-speaker-blue-dusk5.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose SoundLink Micro Bluetooth Speaker,In stock (1),10990,0,portablebluetooth,1180,"What's in the box?
SoundLink Micro Bluetooth speaker
Micro-B USB charging cable",Speaker:9.83 cm H x 9.83 cm W x 3.48 cm D (290.3 g),Soft-touch silicone exterior and tear-resistant silicone strap,"Rechargeable lithium-ion battery
Battery life up to 6 hours
Charging time: approximately 4 hours when using the original cable. Using a third-party USB Micro-B cable or power source may influence charging time.","Bluetooth range: up to 9 m (30 ft)
Bluetooth version: 4.2",Micro-B USB port,Built-in microphone acts as an extension of the microphone in your mobile device.,"Button controls: Power on, Bluetooth, Volume up/down, Multi-function button",Bose Connect app,"IP67
SimpleSync™ connectivity
Party Mode
Stereo pairing",,,"
HIGH-QUALITY AUDIO","
WATERPROOF AND DUSTPROOF (IP67)",STRAP (TEAR-RESISTANT),RUGGED DESIGN,MULTI-PAIR,UP TO 6 HOURS,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black5.webp,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/bose-soundlink-micro-bluetooth-speaker-black5.webp,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/bright-orange/bose-soundlink-micro-bluetooth-speaker-bright-orange1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/bright-orange/bose-soundlink-micro-bluetooth-speaker-bright-orange2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/bright-orange/bose-soundlink-micro-bluetooth-speaker-bright-orange3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/bright-orange/bose-soundlink-micro-bluetooth-speaker-bright-orange4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/bright-orange/bose-soundlink-micro-bluetooth-speaker-bright-orange5.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/midnight-blue/bose-soundlink-micro-bluetooth-speaker-midnight-blue1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/midnight-blue/bose-soundlink-micro-bluetooth-speaker-midnight-blue2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/midnight-blue/bose-soundlink-micro-bluetooth-speaker-midnight-blue3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/midnight-blue/bose-soundlink-micro-bluetooth-speaker-midnight-blue4.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-micro-bluetooth-speaker-stone-blue1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-micro-bluetooth-speaker-stone-blue2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-micro-bluetooth-speaker-stone-blue3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-micro-bluetooth-speaker-stone-blue4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/stone-blue/bose-soundlink-micro-bluetooth-speaker-stone-blue5.webp,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-micro-bluetooth-speaker-white-smoke1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-micro-bluetooth-speaker-white-smoke2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-micro-bluetooth-speaker-white-smoke3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-micro-bluetooth-speaker-white-smoke4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/white-smoke/bose-soundlink-micro-bluetooth-speaker-white-smoke5.webp,,,,,
SoundLink Mini Bluetooth speaker II,Not Available,24990,0,portablebluetooth,1180,"What's IN THE BOX
SoundLink Mini Bluetooth speaker II
Charging cradle
Wall charger
Cable","Dimensions/weight without the cable
Speaker:5.1 cm H x 18 cm W x 5.8 cm D (0.68 kg)
Charging cradle:1.6 cm H x 15.7 cm W x 5.1 cm D (79 g)
Wall charger:6.7 cm H x 4.8 cm W x 1.5 cm D
Cable:91.44 cm L",,,,"3.5-mm auxiliary
Micro-B USB port",,,,"Wireless range up to 9 m (30 ft.)
Battery life up to 10 hrs
Power rating: 100–240 V",,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black5.webp,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/black/soundlink-mini-bluetooth-speaker-ii-black5.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose SoundLink Color Bluetooth Speaker II,In stock (1),14990,0,portablebluetooth,1180,"WHAT'S IN THE BOX?
SoundLink Color Bluetooth speaker II
USB cable",Speaker:13.3 cm H x 12.7 cm W x 5.7 cm D (0.54 kg),,,,"3.5 mm auxiliary input
Micro-B USB port",,,,"Wireless range up to 9 m (30 ft)
Battery life up to 8 hrs",,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue4.webp,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/aquatic-blue/bose-soundlink-color-bluetooth-speaker-ii-aquatic-blue4.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/coral-red/bose-soundlink-color-bluetooth-speaker-ii-coral-red1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/coral-red/bose-soundlink-color-bluetooth-speaker-ii-coral-red2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/coral-red/bose-soundlink-color-bluetooth-speaker-ii-coral-red3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/coral-red/bose-soundlink-color-bluetooth-speaker-ii-coral-red4.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/polar-white/bose-soundlink-color-bluetooth-speaker-ii-polar-white1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/polar-white/bose-soundlink-color-bluetooth-speaker-ii-polar-white2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/polar-white/bose-soundlink-color-bluetooth-speaker-ii-polar-white3.webp,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/soft-black/bose-soundlink-color-bluetooth-speaker-ii-soft-black1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/soft-black/bose-soundlink-color-bluetooth-speaker-ii-soft-black2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/soft-black/bose-soundlink-color-bluetooth-speaker-ii-soft-black3.webp,,,,,,,,,,,,,,,,,,,,,,,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/yellow-citron/bose-soundlink-color-bluetooth-speaker-ii-yellow-citron1.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/yellow-citron/bose-soundlink-color-bluetooth-speaker-ii-yellow-citron2.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/yellow-citron/bose-soundlink-color-bluetooth-speaker-ii-yellow-citron3.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/yellow-citron/bose-soundlink-color-bluetooth-speaker-ii-yellow-citron4.webp,/home/Bosecom/public_html/BoseEcommerce_running_live_14_01_2025/media/speakers/webp/portablebluetooth/yellow-citron/bose-soundlink-color-bluetooth-speaker-ii-yellow-citron5.webp
